"","V1","V2","V3","V4","V5","V6"
"28","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","core placement","4123","4358","2020-06-07"
"29","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","air gun 2","4349","4521","2020-06-07"
"30","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","air gun 1","4978","4998","2020-06-07"
"31","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","vent cleaning","5256","5277","2020-06-07"
"32","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","core placement","5052","5314","2020-06-07"
"33","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","air gun 2","5310","5506","2020-06-07"
"34","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","air gun 1","5962","5998","2020-06-07"
"35","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","core placement","6060","6447","2020-06-07"
"36","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","vent cleaning","6264","6283","2020-06-07"
"37","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","air gun 2","6315","6574","2020-06-07"
"38","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","air gun 1","7022","7046","2020-06-07"
"39","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","core placement","7200","7495","2020-06-07"
"40","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4","","air gun 2","7490","","2020-06-07"
"41","","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","vent cleaning","","17","2020-06-07"
"42","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","core placement","1","192","2020-06-07"
"43","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 2","211","304","2020-06-07"
"44","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","vent cleaning","304","324","2020-06-07"
"45","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 1","770","893","2020-06-07"
"46","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","core placement","920","1219","2020-06-07"
"47","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 2","1279","1400","2020-06-07"
"48","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 1","1861","2037","2020-06-07"
"49","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","core placement","2188","2953","2020-06-07"
"50","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 2","3079","3197","2020-06-07"
"51","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 1","3701","3945","2020-06-07"
"52","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","core placement","4180","4560","2020-06-07"
"53","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","vent cleaning","4407","4422","2020-06-07"
"54","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 2","4580","4670","2020-06-07"
"55","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 1","5120","5244","2020-06-07"
"56","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","core placement","5293","5424","2020-06-07"
"57","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 2","5498","5615","2020-06-07"
"58","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 1","6043","6150","2020-06-07"
"59","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","core placement","6170","6330","2020-06-07"
"60","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 2","6335","6474","2020-06-07"
"61","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 1","6901","6993","2020-06-07"
"62","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","core placement","7027","7134","2020-06-07"
"63","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4","air gun 2","7244","7375","2020-06-07"
"64","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","air gun 1","765","917","2020-06-07"
"65","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","air gun 1","1468","1766","2020-06-07"
"66","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","air gun 1","2350","2521","2020-06-07"
"67","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","air gun 1","3287","3556","2020-06-07"
"68","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","air gun 1","4112","4296","2020-06-07"
"69","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","air gun 1","4809","4999","2020-06-07"
"70","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","air gun 1","5618","5897","2020-06-07"
"71","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","air gun 1","6359","6523","2020-06-07"
"72","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4","","air gun 1","7060","","2020-06-07"
"73","","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","air gun 1","","230","2020-06-07"
"74","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","vent cleaning","782","805","2020-06-07"
"75","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","air gun 1","1124","1589","2020-06-07"
"76","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","air gun 1","2135","2629","2020-06-07"
"77","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","vent cleaning","3121","3145","2020-06-07"
"78","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","air gun 1","3287","3596","2020-06-07"
"79","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","vent cleaning","4120","4147","2020-06-07"
"80","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","air gun 1","4214","4760","2020-06-07"
"81","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","air gun 1","5259","5780","2020-06-07"
"82","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","vent cleaning","5691","5705","2020-06-07"
"83","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","air gun 1","6273","6906","2020-06-07"
"84","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4","vent cleaning","6325","6345","2020-06-07"
"85","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","air gun 1","233","457","2020-06-07"
"86","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","air gun 1","950","1229","2020-06-07"
"87","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","vent cleaning","1084","1093","2020-06-07"
"88","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","air gun 1","1796","2074","2020-06-07"
"89","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","air gun 1","2566","2953","2020-06-07"
"90","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","air gun 1","3422","3445","2020-06-07"
"91","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","/media/neo/krypton/data/data_crescent/camera_videos/original_videos/2020-06-07/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4","air gun 1","4690","5000","2020-06-07"
