Start Link,End Link,process name,start,end,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Core placement,2147,2580,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Air gun 2,2556,2733,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Air gun 1,3152,3182,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Core placement,3240,3482,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Air gun 2,3497,3635,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Air gun 1,4066,4091,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Core placement,4123,4358,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Air gun 2,4349,4521,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Air gun 1,4978,4998,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Vent cleaning,5256,5277,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Core placement,5052,5314,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Air gun 2,5310,5506,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Air gun 1,5962,5998,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Core placement,6060,6447,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Vent cleaning,6264,6283,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Air gun 2,6315,6574,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Air gun 1,7022,7046,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,Core placement,7200,7495,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607170500_20200607171000.mp4,,Air gun 2,7490,,,
,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Vent cleaning,,17,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Core placement,1,192,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 2,211,304,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Vent cleaning,304,324,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 1,770,893,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Core placement,920,1219,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 2,1279,1400,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 1,1861,2037,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Core placement,2188,2953,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 2,3079,3197,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 1,3701,3945,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Core placement,4180,4560,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Vent cleaning,4407,4422,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 2,4580,4670,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 1,5120,5244,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Core placement,5293,5424,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 2,5498,5615,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 1,6043,6150,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Core placement,6170,6330,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 2,6335,6474,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 1,6901,6993,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Core placement,7027,7134,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607181000_20200607181500.mp4,Air gun 2,7244,7375,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,Air gun 1,765,917,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,Air gun 1,1468,1766,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,Air gun 1,2350,2521,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,Air gun 1,3287,3556, ,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,Air gun 1,4112,4296,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,Air gun 1,4809,4999,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,Air gun 1,5618,5897,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,Air gun 1,6359,6523,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607205000_20200607205500.mp4,,Air gun 1,7060,,,
,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Air gun 1,,230,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Vent cleaning,782,805,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Air gun 1,1124,1589,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Air gun 1,2135,2629,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Vent cleaning,3121,3145,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Air gun 1,3287,3596,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Vent cleaning,4120,4147,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Air gun 1,4214,4760,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Air gun 1,5259,5780,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Vent cleaning,5691,5705,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Air gun 1,6273,6906,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607204000_20200607204500.mp4,Vent cleaning,6325,6345,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,Air gun 1,233,457,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,Air gun 1,950,1229,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,Vent cleaning,1084,1093,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,Air gun 1,1796,2074,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,Air gun 1,2566,2953,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,Air gun 1,3422,3445,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,Air gun 1,4690,5000,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607225500_20200607230000.mp4,Air gun 1,5558,5716,,
,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,Vent cleaning,,2,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,Air gun 1,50,414,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,Vent cleaning,929,978,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,Air gun 1,1187,1360,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,Vent cleaning,2020,2338,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,Air gun 1,2382,2669,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,Vent cleaning,3207,3245,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,Air gun 1,3388,3842,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,Air gun 1,6781,7279,,
https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,https://f002.backblazeb2.com/file/senseData/crescent/annotatedVideos/crescent_cen1_mouldMaking_20200607203000_20200607203500.mp4,Vent cleaning,6906,7010,,
